user_id,session_timestamp,timestamp_unix,elapsed_s,drill_name,iteration,step_index,expected_action,detected_action,correct,attempts_left,failures,combo_complete,source,confidence
1,2026-02-08 13:50:45,1770529857.5973215,2.574,1-1-2 Combo,1,1,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 13:50:45,1770529858.6220746,3.599,1-1-2 Combo,1,2,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 13:50:45,1770529859.679731,0.000,1-1-2 Combo,2,3,cross,cross,1,2,1,1,color_tracking,
1,2026-02-08 13:50:45,1770529861.8151574,2.135,1-1-2 Combo,2,1,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 13:50:45,1770529863.1566114,3.477,1-1-2 Combo,2,2,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 13:50:45,1770529864.4272714,4.748,1-1-2 Combo,2,3,cross,jab,0,1,2,0,color_tracking,
1,2026-02-08 13:50:45,1770529871.3012297,6.863,1-1-2 Combo,2,1,jab,jab,1,1,2,0,color_tracking,
1,2026-02-08 13:50:45,1770529872.4157932,7.978,1-1-2 Combo,2,2,jab,jab,1,1,2,0,color_tracking,
1,2026-02-08 13:50:45,1770529873.300438,0.000,1-1-2 Combo,3,3,cross,cross,1,1,2,1,color_tracking,
1,2026-02-08 13:50:45,1770529875.6023445,2.302,1-1-2 Combo,3,1,jab,jab,1,1,2,0,color_tracking,
1,2026-02-08 13:50:45,1770529876.779448,3.479,1-1-2 Combo,3,2,jab,jab,1,1,2,0,color_tracking,
1,2026-02-08 13:50:45,1770529877.7424824,0.000,1-1-2 Combo,4,3,cross,cross,1,1,2,1,color_tracking,
